Crop,Elevation (meters above sea level)
Pineapple,1500
Pomegranate,500-1400
Jackfruit,1400
Litchi,1000
Pear,1000-1700
Peach,1000-2000
Apricot,950-1800
Strawberry,1000-2000
Ginger,900-1500
Cardamom,700-2100
